,Time,Experience,Role,Industry,Size,Company,Salary,Remote,Locations,Tags,Min_Salary,Max_Salary,Currency,Min_Annual_Eur_Salary,Max_Annual_Eur_Salary,Additional
7972,Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['php', 'wordpress', 'angularjs']",0.0,0.0,,,,
7974,Full-time,None,Mobile Developer,None,None,None,None,None,"ShibuyaCity,Japan","['ios', 'swift', 'ruby']",0.0,0.0,,,,
7976,Full-time,None,Database Administrator,None,None,None,None,None,"Fukuoka,Japan","['java', 'oracle', 'java-ee']",0.0,0.0,,,,
7977,Full-time,"Mid-Level, Senior",Frontend Developer,eCommerce,1k–5k people,Public,$115k - 130k (US Dollars),None,"SilverSpring,MD","['reactjs', 'javascript', 'html', 'css', 'angular']",115000.0,130000.0,$,106481.48148148147,120370.37037037036,
7978,Full-time,"Mid-Level, Senior, Lead",Frontend Developer,"Cloud Computing, eLearning, SaaS",51–200 people,VC Funded,None,None,"Mendrisio,Switzerland","['javascript', 'reactjs', 'css', 'redux', 'git']",0.0,0.0,,,,
7979,Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['php', 'android']",0.0,0.0,,,,
7980,Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['android', 'cloud', 'mobile']",0.0,0.0,,,,
7982,Full-time,"Mid-Level, Senior, Lead",Backend Developer,"Artificial Intelligence, SaaS, Software Development / Engineering",51–200 people,VC Funded,₹1200k - 3000k (Indian Rupees),None,"Bengaluru,India","['node.js', 'python', 'mysql', 'django', 'elastic-stack']",1200000.0,3000000.0,₹,10234.541577825159,25586.3539445629,
7985,Full-time,Senior,Backend Developer,"E-Commerce, Fashion, Retail",501–1k people,Private,€0 - 0 (Euros),None,"Amsterdam,Netherlands","['.net', 'c#', 'domain-driven-design', 'microservices', 'rabbitmq']",0.0,0.0,€,0.0,0.0,
7988,Full-time,None,Mobile Developer,None,None,None,None,None,"Kochi,India","['wordpress', 'php', 'ios']",0.0,0.0,,,,
7990,Full-time,Mid-Level,Backend Developer,Media,501–1k people,Private,None,None,"Zürich,Switzerland","['java', 'node.js', 'backend', 'api']",0.0,0.0,,,,
7991,Full-time,"Mid-Level, Senior",System Administrator,"Banking, Financial Services, Financial Technology",1k–5k people,Private,None,None,"London,UK","['linux', 'cloud', 'sysadmin', 'tomcat', 'bash']",0.0,0.0,,,,
7994,Full-time,"Junior, Mid-Level, Senior",Backend Developer,"Artificial Intelligence, Computer Software, Mobile Application",51–200 people,VC Funded,None,None,"SanFrancisco,CA","['go', 'python', 'docker', 'hadoop', 'apache-spark']",0.0,0.0,,,,
7996,Full-time,Senior,Backend Developer,"Capital Markets, Information Technology, Software Development",201–500 people,Public,None,None,"München,Deutschland","['php', 'go', 'docker', 'mysql', 'symfony']",0.0,0.0,,,,
7997,Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['reactjs', 'amazon-web-services', 'php']",0.0,0.0,,,,
8001,Full-time,Lead,Frontend Developer,None,None,None,None,Remote,"Tempe,AZ",[],0.0,0.0,,,,
8002,Full-time,None,Data Scientist,None,None,None,None,None,"Mumbai,India","['r', 'hadoop', 'sql']",0.0,0.0,,,,
8004,Full-time,None,Database Administrator,None,None,None,None,None,"Urasoe,Japan","['java', 'oracle', '.net']",0.0,0.0,,,,
8005,Full-time,"Mid-Level, Senior, Lead",Frontend Developer,None,None,None,£60k - 70k (British Pounds),None,"London,UK",['reactjs'],60000.0,70000.0,£,68181.81818181818,79545.45454545454,
8006,Full-time,"Mid-Level, Senior",Backend Developer,"Computer Software, Information Technology",51–200 people,Private,None,None,"Esch-sur-Alzette,Luxembourg","['c++', 'mongodb', 'go', 'rest', 'nosql']",0.0,0.0,,,,
8007,Full-time,None,Mobile Developer,None,None,None,None,None,"Yamatokoriyama,Japan","['swift', 'ios', 'objective-c']",0.0,0.0,,,,
8008,Internship,Student,Mobile Developer,"Agile Software Development, Desktop Applications, Mobile Application",11–50 people,Private,None,None,"Köln,Deutschland","['ios', 'xcode', 'swift', 'objective-c', 'git']",0.0,0.0,,,,
8013,Full-time,None,Mobile Developer,None,None,None,None,None,"Mumbai,India","['c#', 'asp.net', '.net']",0.0,0.0,,,,
8014,Full-time,"Mid-Level, Senior",Backend Developer,"Finance, Mobile Payments, Point of Sale",51–200 people,Private,None,None,"Munich,Germany","['java', 'spring', 'kotlin', 'hibernate', 'tdd']",0.0,0.0,,,,
8016,Full-time,"Junior, Mid-Level",Full Stack Developer,Financial Technology,51–200 people,Private,None,None,"London,UK","['java', 'agile', 'performance', 'data-science', 'javascript']",0.0,0.0,,,,
8017,Full-time,"Mid-Level, Senior",Embedded Developer,"Computer Graphics, Computer Software, Semiconductors",501–1k people,Private,None,None,"KingsLangley,UK","['c', 'opencl', 'driver', 'compiler-architecture', '3d']",0.0,0.0,,,,
8020,Full-time,Senior,Mobile Developer,"Agile Software Development, Design, Product Development",51–200 people,Private,None,None,"AnnArbor,MI","['javascript', 'git', 'sql', 'android', 'ios']",0.0,0.0,,,,
8022,Full-time,Mid-Level,DevOps,None,None,None,£40k - 50k (British Pounds),None,"Horsham,UK","['azure', '.net', 'asp.net-web-api', 'azure-devops']",40000.0,50000.0,£,45454.545454545456,56818.181818181816,
8025,Full-time,Manager,Mobile Developer,"Information Technology, Online Media, Social Media",11–50 people,Private,None,None,"Brooklyn,NY","['c++', 'blockchain', 'ios', 'android', 'java']",0.0,0.0,,,,
8031,Full-time,None,Product Manager,None,None,None,None,None,"Pune,India","['php', 'project-management', 'mysql']",0.0,0.0,,,,
8032,Full-time,Lead,System Administrator,"HR Services, IT Recruitment, SaaS",51–200 people,Private,None,None,"Paris,France","['symfony2', 'php', 'angularjs', 'python', 'postgresql', 'sysadmin']",0.0,0.0,,,,
8033,Full-time,Senior,Mobile Developer,"Mobile, Mobile Application, Mobile Development",11–50 people,Private,None,None,"Minneapolis,MN","['mobile', 'android', 'java', 'kotlin', 'android-studio']",0.0,0.0,,,,
8035,Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['android', 'javascript', 'html']",0.0,0.0,,,,
8039,Full-time,Mid-Level,Frontend Developer,"Computer Software, Information Technology",501–1k people,Public,None,None,"Groenlo,Netherlands","['javascript', 'angular', 'reactjs', 'node.js', 'typescript']",0.0,0.0,,,,
8043,Full-time,"Junior, Senior",Frontend Developer,"Automotive, Banking, Media",201–500 people,Private,None,None,"Leipzig,Deutschland","['reactjs', 'javascript', 'css', 'angular', 'frontend']",0.0,0.0,,,,
8044,Full-time,"Junior, Mid-Level, Senior",Database Administrator,"Agile Software Development, Desktop Applications, eLearning",201–500 people,Private,None,On-siteandlimitedremote,"Saarbrücken,Deutschland",[],0.0,0.0,,,,
8046,Full-time,Senior,Full Stack Developer,"Digital Health, Healthcare, Medical Devices",501–1k people,Private,None,On-siteandlimitedremote,"Denver,CO",[],0.0,0.0,,,,
8050,Full-time,None,Mobile Developer,None,None,None,None,None,"ShibuyaCity,Japan","['android', 'mobile', 'java']",0.0,0.0,,,,
8052,Full-time,"Mid-Level, Senior, Lead",Backend Developer,"Cloud Services, Information Technology",10k+ people,Public,None,None,"Indianapolis,IN","['java', 'c++', 'c#', 'ruby', 'python']",0.0,0.0,,,,
8053,Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['angularjs', 'javascript', 'user-interface']",0.0,0.0,,,,
8054,Full-time,None,DevOps,None,None,None,None,None,"Chennai,India","['java', 'spring', 'java-ee']",0.0,0.0,,,,
8056,Full-time,"Mid-Level, Senior, Lead",Embedded Developer,"Defence & Security, Home Security, Security",201–500 people,Private,None,None,"Saint-Eustache,QC,Canada","['embedded', 'c', 'c++', 'git', 'sql']",0.0,0.0,,,,
8060,Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['user-interface', 'design', 'jquery']",0.0,0.0,,,,
8061,Contract,"Student, Junior, Mid-Level",Graphics/Game Developer,"Mobile Application, Product Development, Web Development",11–50 people,VC Funded,None,Remote,Noofficelocation,"['javascript', 'html5', 'progressive-web-apps', 'html5-canvas', 'p5.js']",0.0,0.0,,,,
8063,Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['c#', '.net', 'asp.net-mvc']",0.0,0.0,,,,
8064,Full-time,None,Backend Developer,None,None,None,None,None,"Pune,India","['java', 'c', 'spring']",0.0,0.0,,,,
8065,Full-time,"Mid-Level, Senior","DevOps, Full Stack Developer","Information Technology, Telecommunications",10k+ people,Private,None,On-siteandlimitedremote,"Zürich,Schweiz",[],0.0,0.0,,,,
8067,Full-time,None,Mobile Developer,None,None,None,None,None,"Mumbai,India","['android', 'mobile', 'sql']",0.0,0.0,,,,
8068,Contract,"Mid-Level, Senior","Product Manager, QA/Test Developer, System Administrator","Information Technology, Software Development, Technology Staffing",201–500 people,Private,None,None,"Cincinnati,OH","['project-management', 'automated-tests', 'testing', 'sysadmin']",0.0,0.0,,,,
8069,Full-time,None,Database Administrator,None,None,None,None,None,"Hyderabad,India","['java', '.net', 'oracle']",0.0,0.0,,,,
8070,Full-time,Mid-Level,DevOps,"Automotive, Embedded, Machine Learning",11–50 people,VC Funded,None,None,"Berlin,Germany","['terraform', 'apache-kafka-streams', 'amazon-web-services', 'kubernetes', 'docker']",0.0,0.0,,,,
8072,Full-time,"Mid-Level, Senior","Backend Developer, Frontend Developer","Financial Technology, Software Development / Engineering",11–50 people,Private,None,None,"RockvilleCentre,NY","['c#', 'wpf', '.net', 'sql-server']",0.0,0.0,,,,
8073,Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['android', 'mobile', 'xamarin']",0.0,0.0,,,,
8076,Full-time,"Mid-Level, Senior",Frontend Developer,"E-Commerce, Retail",10k+ people,Private,None,On-siteandlimitedremote,"Hamburg,Deutschland",[],0.0,0.0,,,,
8081,Full-time,"Mid-Level, Senior","QA/Test Developer, System Administrator","Agile Software Development, Banking, Real Estate",201–500 people,VC Funded,None,None,"Hamburg,Deutschland","['qa', 'testing', 'agile', 'sysadmin']",0.0,0.0,,,,
8084,Full-time,None,QA/Test Developer,None,None,None,None,None,"Pune,India","['python', 'automation', 'testing']",0.0,0.0,,,,
8085,Full-time,None,"Mobile Developer, System Administrator",None,None,None,None,None,"Chennai,India","['c#', '.net', 'android']",0.0,0.0,,,,
8088,Full-time,"Mid-Level, Senior",Backend Developer,Financial Technology,51–200 people,VC Funded,None,None,"HongKongIsland,HongKong","['ruby', 'sinatra', 'web-services', 'java', 'api']",0.0,0.0,,,,
8090,Full-time,"Mid-Level, Senior",Full Stack Developer,"Big Data, Government, Military",51–200 people,Private,None,None,"Springfield,VA","['javascript', 'java', 'etl', 'c#', 'python']",0.0,0.0,,,,
8092,Full-time,Senior,Mobile Developer,"eLearning, Language Learning Software, Mobile Application",501–1k people,Private,None,None,"Berlin,Germany",['swift'],0.0,0.0,,,,
8093,Full-time,None,Database Administrator,None,None,None,None,None,"Bengaluru,India","['.net', 'oracle', 'web-services']",0.0,0.0,,,,
8094,Contract,"Mid-Level, Senior",Mobile Developer,Software Development / Engineering,51–200 people,Private,None,On-siteandlimitedremote,"NewYork,NY",[],0.0,0.0,,,,
8095,Full-time,"Junior, Mid-Level, Senior",Mobile Developer,None,None,None,€55k - 70k (Euros),None,"Munich,Germany","['android', 'kotlin', 'mvvm', 'travis-ci']",55000.0,70000.0,€,55000.0,70000.0,
8096,Contract,Senior,QA/Test Developer,None,None,None,None,Remote,Noofficelocation,[],0.0,0.0,,,,
8097,Full-time,Mid-Level,Data Scientist,"E-Commerce, Information Technology, Retail",5k–10k people,Public,None,None,"Stuttgart,Deutschland","['tableau', 'sql', 'python', 'amazon-web-services', 'sas']",0.0,0.0,,,,
8098,Full-time,None,Frontend Developer,None,None,None,None,None,"Ahmedabad,India","['wordpress', 'php', 'jquery']",0.0,0.0,,,,
8099,Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['reactjs', 'jenkins', 'continuous-integration']",0.0,0.0,,,,
8100,Full-time,"Senior, Lead",Full Stack Developer,Automotive,51–200 people,Private,$100k - 120k (US Dollars),None,"St.Louis,MO","['.net', 'angularjs', 'c#']",100000.0,120000.0,$,92592.59259259258,111111.11111111111,
8102,Full-time,None,Mobile Developer,None,None,None,None,None,"Kolkata,India","['android', 'java', 'mobile']",0.0,0.0,,,,
8103,Full-time,None,Mobile Developer,None,None,None,None,None,"Sendai,Japan","['java', 'android']",0.0,0.0,,,,
8108,Full-time,"Senior, Lead, Manager",Backend Developer,"Healthcare, Information Technology, SaaS",51–200 people,VC Funded,$110k - 140k (US Dollars),Remote,Noofficelocation,[],110000.0,140000.0,$,101851.85185185184,129629.62962962962,
8109,Full-time,Senior,"Full Stack Developer, Mobile Developer","B2B Sales, Business Process Optmization, CRM",51–200 people,Private,None,None,"Würzburg,Germany","['javascript', 'typescript', 'node.js', 'angular', 'ionic-framework']",0.0,0.0,,,,
8116,Full-time,None,Backend Developer,Financial Services,10k+ people,Public,None,None,"SanFrancisco,CA","['java', 'python', 'c++', 'data-structures', 'algorithm']",0.0,0.0,,,,
8119,Full-time,"Junior, Senior",QA/Test Developer,"Automotive, E-mobility",10k+ people,Private,None,None,"Planegg,Deutschland","['safety-critical', 'product', 'system']",0.0,0.0,,,,
8120,Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['reactjs', 'mobile', 'ios']",0.0,0.0,,,,
8123,Full-time,"Junior, Senior",Embedded Developer,Automotive,51–200 people,Private,None,None,"Madrid,Spain","['autosar', 'embedded', 'ethernet', 'git', 'can-bus']",0.0,0.0,,,,
8124,Full-time,None,Embedded Developer,None,None,None,None,None,"Warren,MI","['c', 'embedded', 'c++']",0.0,0.0,,,,
8128,Full-time,"Junior, Mid-Level",Backend Developer,"Collaboration Tools, Natural User Interaction, Software Development / Engineering",51–200 people,Public,None,On-siteandlimitedremote,"LosAngeles,CA",[],0.0,0.0,,,,
8129,Full-time,None,Mobile Developer,None,None,None,None,None,"Austin,TX","['java', 'linux']",0.0,0.0,,,,
8131,Full-time,None,Mobile Developer,None,None,None,None,None,"Osaka,Japan","['android', 'c++', 'java']",0.0,0.0,,,,
8132,Full-time,Junior,"Frontend Developer, Mobile Developer","Cinema, Gaming, Software Development / Engineering",1–10 people,VC Funded,€40k - 60k (Euros),None,"Stuttgart,Deutschland","['javascript', 'node.js', 'angular', 'html', 'php']",40000.0,60000.0,€,40000.0,60000.0,
8133,Full-time,"Junior, Mid-Level",Full Stack Developer,"Agile Software Development, Software Development",11–50 people,Private,None,None,"Baden-Baden,Deutschland","['angular', 'typescript', 'javascript', 'css', 'html']",0.0,0.0,,,,
8134,Full-time,"Mid-Level, Senior, Lead","Backend Developer, DevOps","Desktop Applications, Enterprise Software, Mobile Application",501–1k people,Private,€30k - 60k (Euros),None,"Rotterdam,Netherlands","['amazon-web-services', 'kubernetes', 'docker', 'rest', 'mendix']",30000.0,60000.0,€,30000.0,60000.0,
8135,Full-time,"Mid-Level, Senior",Mobile Developer,"Information Technology, Online Media, Social Media",11–50 people,Private,None,None,"Brooklyn,NY","['android', 'kotlin', 'android-studio', 'mobile', 'android-layout']",0.0,0.0,,,,
8138,Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['java', 'javascript', 'spring']",0.0,0.0,,,,
8140,Full-time,None,System Administrator,"Information Technology, Software Development / Engineering, Telecommunications",201–500 people,Public,None,On-siteandlimitedremote,"München,Deutschland",[],0.0,0.0,,,,
8141,Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Mobile Development, Web Development, UX Design",11–50 people,Private,None,None,"München,Deutschland","['javascript', 'ember.js', 'angular', 'vue.js']",0.0,0.0,,,,
8142,Full-time,"Mid-Level, Senior",Data Scientist,Mobile Game,51–200 people,Public,None,None,"Berlin,Germany","['python', 'sql', 'looker', 'tableau', 'data-visualization']",0.0,0.0,,,,
8144,Full-time,None,Database Administrator,None,None,None,None,None,"MinatoCity,Japan","['oracle', 'postgresql', 'linux']",0.0,0.0,,,,
8148,Full-time,"Mid-Level, Senior","Database Administrator, System Administrator",Financial Services,201–500 people,Private,None,On-siteandlimitedremote,"Berlin,Deutschland",[],0.0,0.0,,,,
8149,Full-time,None,System Administrator,None,None,None,None,None,"ShibuyaCity,Japan","['azure', 'amazon-web-services', 'linux']",0.0,0.0,,,,
8150,Full-time,"Mid-Level, Senior","Backend Developer, Frontend Developer, Full Stack Developer",None,None,None,None,None,"Seattle,WA","['javascript', 'css', 'html', 'vue.js', 'api-design']",0.0,0.0,,,,
8152,Full-time,None,System Administrator,None,None,None,None,None,"MinatoCity,Japan","['php', 'apache', 'java']",0.0,0.0,,,,
8153,Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['cloud', 'azure', 'continuous-integration']",0.0,0.0,,,,
8154,Full-time,Junior,"Backend Developer, Database Administrator",Financial Services,11–50 people,Private,None,None,"Vienna,VA","['linux', 'sql', 'unix', 'amazon-web-services', 'ssis', 'sysadmin']",0.0,0.0,,,,
8159,Full-time,None,Database Administrator,None,None,None,None,None,"福岡市,Japan","['java', 'shell', 'oracle']",0.0,0.0,,,,
8162,Full-time,Senior,Backend Developer,None,None,None,None,None,"SanAntonio,TX","['reactjs', 'rest', 'python']",0.0,0.0,,,,
8163,Full-time,None,Frontend Developer,None,None,None,None,None,"Indore,India","['symfony2', 'php', 'javascript']",0.0,0.0,,,,
8164,Full-time,Mid-Level,Backend Developer,None,None,None,None,None,"Stuttgart,Deutschland","['c#', 'c++', 'frameworks', 'api']",0.0,0.0,,,,
