job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,Senior,"Frontend Developer, Full Stack Developer","Financial Services, Financial Technology, Internet of Things",201–500 people,Private,$155k - 170k (US Dollars),None,"RedwoodCity,CA","['python', 'javascript', 'django', 'angularjs', 'vue.js']"
Full-time,"Junior, Mid-Level",Full Stack Developer,"Manufacturing, Marketing, Publishing",51–200 people,Private,$65k - 85k (US Dollars),None,"ColoradoSprings,CO","['.net-core', 'c#', 'reactjs', 'azure', 'entity-framework']"
Full-time,Mid-Level,Embedded Developer,"Electronics, Embedded, Software Development / Engineering",1k–5k people,Private,None,None,"ThalheimbeiWels,Österreich","['linux', 'c++', 'c']"
Full-time,Mid-Level,None,"Artificial Intelligence, Computer Software, Data Analysis",51–200 people,Private,None,None,"Lugano,Switzerland","['python', 'sql', 'oracle', 'c#', '.net']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['.net', 'c#', 'user-interface']"
Full-time,None,None,None,None,None,None,None,"Kochi,India","['php', 'sql', 'html']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['java', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['php', 'go', 'amazon-web-services']"
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Customer Service, Software Consulting, Software Development",1–10 people,Private,€40k - 55k (Euros),None,"Wien,Österreich","['angular', 'javascript', 'css', 'jquery', 'html']"
Full-time,Senior,Mobile Developer,"Mobile, Product Development, Web Development",51–200 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,None,None,None,None,None,None,"Panchkula,India",['php']
Full-time,None,Mobile Developer,None,None,None,None,None,"Nagoya,Japan","['php', 'c', 'objective-c']"
Full-time,"Mid-Level, Senior",Backend Developer,"Computer Software, Information Technology",501–1k people,Public,None,None,"Groenlo,Netherlands","['java', 'rest', 'java-ee', 'jboss', 'wildfly']"
Full-time,Senior,Frontend Developer,"AI Research, Digital Health, Healthcare",201–500 people,Private,None,None,"Berlin,Deutschland","['reactjs', 'javascript', 'redux', 'react-native', 'typescript']"
Full-time,Senior,None,"Music, Product Development",201–500 people,Private,None,None,"Stockholm,Sweden","['reactjs', 'python', 'google-cloud-platform']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['.net', 'c#', 'angularjs']"
Full-time,Mid-Level,System Administrator,Financial Services,10k+ people,Public,None,None,"Evansville,IN","['linux', 'sysadmin', 'redhat', 'sas', 'vmware']"
Full-time,None,"Backend Developer, Database Administrator","Automotive, Car Dealer, Software Development / Engineering",1k–5k people,None,None,None,"Berlin,Germany","['oracle', 'sql', 'cloud', 'soap', 'rest']"
Full-time,"Mid-Level, Senior",None,"Customer Experience Management, Customer Service, Enterprise Software",11–50 people,Private,€45k - 65k (Euros),None,"Saarbrücken,Deutschland","['java', 'javascript', 'angular', 'angularjs', 'automation']"
Full-time,"Mid-Level, Senior",None,"B2C, Customer Service, Retail",10k+ people,None,None,None,"Hamburg,Deutschland","['plsql', 'java', 'c#', 'database']"
Full-time,None,System Administrator,None,None,None,None,None,"MinatoCity,Japan",['c#']
Full-time,Senior,Mobile Developer,"B2C, Software Development, Sports Technology",501–1k people,Private,None,None,"Boston,MA","['swift', 'ios', 'c#']"
Full-time,"Junior, Mid-Level",None,"HR Services, IT Recruitment, Recruiting",10k+ people,Public,€30k - 40k (Euros),None,"Milan,Italy","['javascript', 'java', 'vscode', 'apex', 'salesforce']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Kolkata,India",['jquery']
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['java', 'c++', 'php']"
Full-time,"Mid-Level, Senior",DevOps,None,None,None,$100k - 150k (US Dollars),None,"SanFrancisco,CA","['docker', 'kubernetes', 'amazon-web-services', 'google-cloud-platform', 'elasticsearch']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'sql']"
Full-time,None,None,None,None,None,None,None,"Thane,India","['java', 'spring', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"Kobe,Japan","['java', 'c']"
Full-time,Senior,DevOps,"IT Recruitment, Job Placement, Technology Staffing",11–50 people,Private,$100k - 160k (US Dollars),None,"Miami,FL","['jenkins', 'devops', 'docker', 'kubernetes', 'continuous-integration']"
Full-time,Mid-Level,None,None,None,None,None,None,"Berlin,Deutschland",['sap']
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['wordpress', 'php']"
Full-time,Senior,None,"Electronics, Industrial Automation, Software Development / Engineering",10k+ people,Public,None,None,"Shanghai,China","['design', 'user-interface', 'automated-tests']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['asp.net', 'asp.net-mvc', 'asp.net-web-api']"
Full-time,None,None,None,None,None,None,None,"Sapporo,Japan","['php', 'mysql']"
Contract,"Mid-Level, Senior",None,"Cloud Computing, Consulting",51–200 people,Private,None,None,"Berlin,Germany","['docker', 'kubernetes', 'google-kubernetes-engine', 'amazon-eks', 'linux']"
Full-time,"Mid-Level, Senior","Frontend Developer, Full Stack Developer","Agile Software Development, eCommerce, Mobile Development",1k–5k people,Public,None,None,"Wien,Austria","['reactjs', 'node.js', 'javascript', 'amazon-web-services', 'redux']"
Full-time,"Mid-Level, Senior",None,"Electronics, Information Technology, Software Development / Engineering",1k–5k people,Public,None,None,"Heerbrugg,Schweiz","['c++', 'qt', 'agile']"
Full-time,Lead,Backend Developer,"Ad Tech, Mobile, Mobile Game",51–200 people,Private,None,None,"Paris,France","['javascript', 'scala', 'node.js', 'kubernetes', 'amazon-web-services']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['android', 'reactjs', 'ios']"
Full-time,"Mid-Level, Senior",System Administrator,"Financial Technology, Proprietary Trading/ Market Making",1k–5k people,Private,€75k - 150k (Euros),None,"Amsterdam,Netherlands","['networking', 'nexus', 'low-latency', 'throughput', 'multicast', 'sysadmin']"
Full-time,None,None,None,None,None,None,None,"ShinagawaCity,Japan","['javascript', 'html', 'css']"
Full-time,None,Backend Developer,None,None,None,None,None,"Hyderabad,India","['angularjs', 'rest', '.net']"
Full-time,"Mid-Level, Senior, Lead",Mobile Developer,"Dental, eCommerce, Health & Fitness",51–200 people,VC Funded,$50 - 170k (US Dollars),None,"Brooklyn,NY","['ios', 'objective-c', 'http', 'cocoa', 'swift']"
Full-time,None,Data Scientist,None,None,None,None,None,"Bengaluru,India","['machine-learning', 'algorithm', 'hadoop']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['wordpress', 'php', 'user-interface']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['c#', 'c++']"
Full-time,Senior,"Backend Developer, Mobile Developer","Information Technology, Software Development / Engineering, Telecommunications",201–500 people,Public,None,On-siteandlimitedremote,"Berlin,Deutschland",[]
Full-time,None,None,None,None,None,None,None,"Lucknow,India","['python', 'xml', 'javascript']"
Full-time,Junior,None,"Information Technology, Product Development, Software Development",51–200 people,Private,None,None,"Budapest,Hungary","['java', 'javascript', 'java-8', 'html']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Mumbai,India","['android', 'php', 'reactjs']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['ruby', 'ruby-on-rails', 'postgresql']"
Full-time,"Mid-Level, Senior",Frontend Developer,None,None,None,$84k - 144k (US Dollars),None,"Miami,FL","['reactjs', 'javascript', 'css', 'html', 'bootstrap-4']"
Full-time,None,None,None,None,None,None,None,"札幌市,Japan","['html', 'css', 'html5']"
Full-time,None,None,None,None,None,None,None,"大阪市,Japan","['c++', 'java', 'php']"
Full-time,None,None,None,None,None,None,None,"Matsuyama,Japan","['php', 'sql']"
Full-time,"Mid-Level, Senior",Mobile Developer,"E-Commerce, Food & Beverage, Logistics & Distribution",1k–5k people,Public,None,None,Singapore,"['android', 'user-interface', 'firebase', 'bitrise']"
Full-time,Mid-Level,None,None,None,None,None,None,"Pittsburgh,PA","['java', 'java-ee', 'python']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['c#', 'android', 'xamarin']"
Full-time,None,"Full Stack Developer, Product Manager",None,None,None,None,None,"Chandigarh,India","['javascript', 'project-management', 'java']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['javascript', 'html5', 'html']"
Full-time,None,None,None,None,None,None,None,"Shizuoka,Japan","['java', 'c#', 'java-ee']"
Full-time,"Junior, Mid-Level",Frontend Developer,"Hospitality, Web Design, Web Development",51–200 people,Private,None,None,"Brugge,Belgium","['php', 'reactjs', 'sql', 'azure', 'symfony']"
Full-time,"Junior, Mid-Level",Full Stack Developer,"Big Data, Financial Technology, Governance,  Risk,  and Compliance",11–50 people,Private,£45k - 60k (British Pounds),None,"London,UK","['reactjs', 'javascript', 'c#', 'typescript', 'asp.net-core']"
Full-time,Senior,Full Stack Developer,"Business Intelligence, Data & Analytics, Developer APIs",51–200 people,Private,$95k - 145k (US Dollars),Remote,"Atlanta,GA",[]
Full-time,Junior,None,"Electronics, Industrial Automation, Software Development / Engineering",10k+ people,Public,None,None,"Munich,Germany","['security', 'web-services']"
Full-time,"Mid-Level, Senior, Lead",None,"Agile Software Development, Computer Software, DevOps",201–500 people,Private,None,Remote,Noofficelocation,"['security', 'python', 'ruby', 'java', 'javascript']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['reactjs', 'user-interface', 'node.js']"
Full-time,"Mid-Level, Senior",Backend Developer,"Cloud-Based Solutions, Internet of Things, Vehicle Tracking",1–10 people,Private,None,None,"AnnArbor,MI","['scala', 'apache-kafka', 'rabbitmq', 'cassandra', 'postgresql']"
Full-time,None,None,"Electronics, Software Development, Software Development / Engineering",501–1k people,Private,None,None,"Plankenau,Österreich","['c++', 'c#', 'sql', 'scrum']"
Full-time,"Mid-Level, Senior, Lead",None,"Big Data, Biotechnology, Data Science",11–50 people,VC Funded,$100k - 160k (US Dollars),None,"SanDiego,CA","['scala', 'python', 'apache-spark', 'functional-programming', 'amazon-web-services']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['c#', '.net']"
Full-time,None,None,None,None,None,None,None,"Tsukuba,Japan","['amazon-web-services', 'node.js']"
Full-time,None,"Designer, Frontend Developer",None,None,None,None,None,"NewDelhi,India","['css3', 'user-experience', 'jquery']"
Full-time,"Mid-Level, Senior",Frontend Developer,Energy & Commodities,1k–5k people,Private,None,None,"Essen,Germany","['sockets', 'sql', '.net', 'sass']"
Full-time,"Senior, Lead","Data Scientist, Full Stack Developer","Artificial Intelligence, Financial Technology, Machine Learning",11–50 people,VC Funded,None,On-siteandlimitedremote,"SanFrancisco,CA",[]
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['java', 'python', 'c#']"
Full-time,Senior,None,"Agile Software Development, Enterprise Software, IT Consulting",201–500 people,Private,None,On-siteandlimitedremote,"Leinfelden-Echterdingen,Germany",[]
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['sql', 'mysql', 'ruby']"
Full-time,Senior,Mobile Developer,"Logistics & Distribution, Retail",10k+ people,Private,€60k - 70k (Euros),None,"Veghel,Netherlands","['android', 'kotlin', 'agile', 'java', 'unit-testing']"
Full-time,Mid-Level,"Backend Developer, QA/Test Developer","Food & Beverage, Industrial Automation, Oil & Gas",1k–5k people,Public,None,None,"Calgary,AB,Canada","['testing', 'api', 'xunit', 'mstest', 'scada']"
Full-time,None,Data Scientist,"Computer Vision, Machine Learning",1k–5k people,Public,None,None,"SanFrancisco,CA",['machine-learning']
Full-time,Mid-Level,Full Stack Developer,None,None,None,None,None,"Tampa,FL","['reactjs', 'angularjs', 'javascript', 'angular']"
Full-time,None,None,None,None,None,None,None,"Surat,India","['php', 'laravel', 'javascript']"
Full-time,"Mid-Level, Senior",DevOps,"CMS, Information Technology",201–500 people,VC Funded,None,None,"Berlin,Deutschland","['security', 'amazon-web-services', 'javascript', 'kubernetes']"
Full-time,None,None,None,None,None,None,None,"NewDelhi,India","['php', 'mysql', 'html']"
Full-time,None,Mobile Developer,None,None,None,None,None,"MinatoCity,Japan","['ruby', 'ruby-on-rails', 'ios']"
Full-time,Senior,System Administrator,"B2C, Software Development, Sports Technology",501–1k people,Private,None,None,"Boston,MA","['mysql', 'cloud', 'amazon-web-services', 'sysadmin']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['vb.net', 'c#', 'java']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['node.js', 'angularjs']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Hyderabad,India","['php', 'android', 'java']"
Full-time,None,None,None,None,None,None,None,"渋谷区,Japan","['java', 'spring', 'spring-mvc']"
Full-time,Senior,Backend Developer,"Agile Software Development, Artificial Intelligence, Travel Planning",51–200 people,VC Funded,€50k - 90k (Euros),None,"Berlin,Deutschland","['node.js', 'amazon-web-services', 'javascript']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['laravel', 'php']"
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['java', 'c', 'java-ee']"
Full-time,"Junior, Senior",None,"Cloud Services, Software Development / Engineering, Technology Consulting",11–50 people,Private,None,None,"Götzis,Austria","['angular', 'ngrx', 'devops', 'angular-material', 'docker']"
Full-time,Senior,None,"Aerospace, Defence & Security, Defense",10k+ people,Private,None,None,"Portsmouth,UK","['java', 'web-services', 'design']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['angularjs', 'node.js', 'twitter-bootstrap']"
Full-time,None,Mobile Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"Seattle,WA","['android', 'java', 'mobile']"
Full-time,Mid-Level,"DevOps, System Administrator",None,None,None,None,None,"Herzliya,Israel","['python', 'devops', 'cloud', 'amazon-web-services', 'kubernetes']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['sdk', 'android', 'java']"
Full-time,None,None,None,None,None,None,None,"Kobe,Japan","['javascript', 'php']"
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"B2B, E-Commerce, Retail",5k–10k people,Private,None,None,"Saúde,Brazil","['java', 'php', 'node.js', 'python', 'python-3.x']"
Full-time,None,None,None,None,None,None,None,"Kumamoto,Japan","['php', 'laravel', 'mysql']"
Full-time,Mid-Level,None,None,None,None,$90k - 100k (US Dollars),None,"Arlington,VA","['c#', 'scrum', '.net', 'dynamics-365']"
Full-time,"Mid-Level, Senior","DevOps, Product Manager","Information Technology, Software Development / Engineering",51–200 people,Private,None,None,"Regensburg,Deutschland","['kubernetes', 'openshift', 'docker', 'microservices']"
Full-time,"Senior, Lead",None,Agile Software Development,51–200 people,Private,None,None,"Arnhem,Netherlands","['java', 'kotlin']"
Full-time,None,System Administrator,None,None,None,None,None,"Bengaluru,India","['java', 'apache', 'javascript']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Android, iOS, Web Development",11–50 people,Private,None,On-siteandlimitedremote,"Sofia,Bulgaria",[]
Full-time,None,None,None,None,None,None,None,"Matsue,Japan","['ruby', 'ruby-on-rails', 'java']"
Full-time,Senior,Full Stack Developer,"Banking, Information Technology, Printing",51–200 people,Private,$105k - 110k (US Dollars),None,"Newtown,PA","['c#', 'model-view-controller', '.net', 'css', 'html']"
